"ISBN","Max"
"0070109109",-2.62727238245585
"0070109109",-1.21869686495016
"0070109109",-0.688019868597856
"0070109109",-0.314649018061033
"0070109109",-0.179784546612389
"0070109109",-0.0797663705973903
"0070109109",-0.0258868150141396
"0070109109",-0.0158829861077763
"0070109109",-0.0337214111557813
"0070109109",-0.014776030714998
"0070109109",0.00611601803788631
"0070109109",0.0305664548880884
"0070109109",0.0334291477383175
"0070109109",0.00167967977974115
"0070109109",-0.0202387083478044
"0070109109",0.01177380057905
"0070109109",0.0400048052375581
"0070109109",0.0270049146279092
"0070109109",0.0171719982442511
"0070109109",0.0164104952438606
"0070109109",0.0188123567384793
"0070109109",-0.00298139782537987
"0070109109",0.010901677065192
"0070109109",0.0178929356729114
"0070109109",-0.000567615952256517
"0070109109",0.00766948267730072
"0070109109",0.000113683869848558
"0070109109",0.00176153932607548
"0070109109",-0.0125099120935488
"0070109109",-0.0299932812019179
"0070109109",-0.0137574480279383
"0070109109",-0.0130206815489373
"0070109109",-0.00805599536406021
"0070109109",0.00561811814231561
"0070109109",0.00294321259986674
"0070109109",-0.00308139923878059
"0070109109",0.0137944882598973
"0070109109",0.0103802009005349
"0070109109",-0.00225660642584558
"0070109109",-0.00561370815757556
"0070109109",0.00034935961581084
"0070109109",0.032557407089179
"0070109109",0.0163794438961986
"0070109109",0.0102320693718951
"0070109109",0.013639579347533
"0070109109",-0.00129560712155552
"0070109109",0.0248646794192595
"0070109109",0.0147527857167375
"0070109109",0.0115063329919067
"0070109109",-0.0199930458103523
"0070109109",-7.60980167271441e-05
"0070109109",-0.0023943411876246
"0070109109",0.00484774788005637
"0070109109",-0.0280473724055668
"0070109109",-0.057926160148682
"0070109109",-0.0407041098450591
"0070109109",-0.0381313121285984
"0070109109",-0.0256442586425507
"0070109109",-0.0119165268296655
"0070109109",-0.00702528896287902
"0070109109",0.00544755285018539
"0070109109",0.0169110206423113
"0070109109",0.0136220728880474
"0070109109",0.0113695165745469
"0070109109",0.012015539759787
"0070109109",0.0134420475554151
"0070109109",0.0201584336240614
"0070109109",0.00807747877751552
"0070109109",0.0124782315517606
"0070109109",0.00566720962684997
"0070109109",-0.00777365123946794
"0070109109",0.00459454984888197
"0070109109",0.0114683522366192
"0070109109",0.0240929220656056
"0070109109",0.0203834810670003
"0070109109",0.00500972710883474
"0070109109",0.0226112398221474
"0070109109",0.01581938176286
"0070109109",0.0411358593182811
"0070109109",0.0390190133601962
"0070109109",0.0418504844309808
"0070109109",0.0511712581982948
"0070109109",0.0632470972160277
"0070109109",0.0636446265321808
"0070109109",0.0349714356799282
"0070109109",0.0515310997318181
"0070109109",0.0586322563123289
"0070109109",0.0655143523141106
"0070109109",0.0221962219615435
"0070109109",0.0476348510488336
"0070109109",0.0581868928482834
"0070109109",0.0576785250063949
"0070109109",0.0620183304910285
"0070109109",0.0577619992888572
"0070109109",0.0510925198672254
"0070109109",0.0600274758642314
"0070109109",0.0542157388318145
"0070109109",0.0541725640048369
"0070109109",0.0519438891485962
"0070109109",0.0694264825014486
"0070109109",0.0457112075058674
"0070109109",0.0424966923835939
"0070109109",0.0353361266805265
"0070109109",0.0350776159376238
"0070109109",0.0318816001430164
"0070109109",0.0223123322897152
"0070109109",0.0146953218077144
"0070109109",0.00657579161608624
"0070109109",0.00158602968156885
"0070109109",-0.00403043189317032
"0070109109",0.00506698566246655
"0070109109",0.00384741665819632
"0070109109",-0.0115888870567815
"0070109109",-0.0154082427421969
"0070109109",-0.0274780932491865
"0070109109",-0.0132693597152311
"0070109109",-0.00555831264879458
"0070109109",0.000164323730579952
"0070109109",0.0122231878136034
"0070109109",0.00781714784848475
"0070109109",0.00336731825292702
"0070109109",0.0261556270890324
"0070109109",0.017959026503334
"0070109109",0.0291898953738468
"0070109109",0.0293551075815515
"0070109109",0.0112665695611014
"0070109109",-0.0165346731494864
"0070109109",0.00254411693793344
"0070109109",0.00693784297738631
"0070109109",0.00617998978901113
"0070109109",0.000328400849980426
"0070109109",-0.0170584369984041
"0070109109",-0.0082743733543964
"0070109109",-0.000860931718591473
"0070109109",-0.00383564770407929
"0070109109",-0.0126267939311475
"0070109109",-0.0247982960198954
"0070109109",-0.0316929268762891
"0070109109",-0.0391069725515862
"0070109109",-0.0652638618987282
"0070109109",-0.0706248314250146
"0070109109",-0.0564917200016879
"0070109109",-0.0478738399708192
"0070109109",-0.033676387539181
"0070109109",-0.0496942589389135
"0070109109",-0.0480793819468062
"0070109109",-0.0678260010082141
"0070109109",-0.0529710335147939
"0070109109",-0.0427597275567209
"0070109109",-0.0525141761260883
"0070109109",-0.0557509469784776
"0070109109",-0.0663523471949716
"0070109109",-0.0502389549180151
"0070109109",-0.070832637825653
"0070109109",-0.063898572596564
"0070109109",-0.0663004781943783
"0070109109",-0.0793041188232735
"0070109109",-0.0554597360421596
"0070109109",-0.0631637176013271
"0070109109",-0.074787746528429
"0070109109",-0.0670468762087566
"0070109109",-0.080259498687731
"0070109109",-0.0773810674478597
"0070109109",-0.0803240381230026
"0070109109",-0.0774829941905395
"0070109109",-0.1037477913844
"0070109109",-0.0967673888984777
"0070109109",-0.0961349870446497
"0070109109",-0.0968509467850183
"0070109109",-0.0841329538636941
"0070109109",-0.0848871327631429
"0070109109",-0.0665438386627315
"0070109109",-0.0469187383385758
"0070109109",-0.0654452525070894
"0070109109",-0.0651616843675313
"0070109109",-0.0771924796666497
"0070109109",-0.0658387030721101
"0070109109",-0.0681077016244274
"0070109109",-0.0688311505395731
"0070109109",-0.0655406697154177
"0070109109",-0.0698057817410955
"0070109109",-0.0834960870421
"0070109109",-0.50093540987146
"0070109109",4.45535911968035
"0070109109",-4.10672087189505
"0070109109",1.25367056556941
"0070109109",-1.90426900870457
"0070109109",2.17124853161172
"0070109109",3.82761896219307
"0070109109",-3.13848871447722
"0070109109",-7.48589992183681
"0070109109",2.61846109269111
"0070109109",4.80841870349411
"0070109109",5.88987892343552
"0070109109",0.624107053563087
"0070109109",-9.19960564274567
"0070109109",-5.05181990765956
"0070109109",7.03623885333354
"0070109109",6.28443459976327
"0070109109",-3.31452793335155
"0070109109",-2.58251399366853
"0070109109",-0.702432069146624
"0070109109",1.58103660856484
"0070109109",-6.16898843646452
"0070109109",5.05848860851749
"0070109109",2.25592229169228
"0070109109",-6.61843331289502
"0070109109",2.46540766504567
"0070109109",-2.50810614468254
"0070109109",0.435466159104536
"0070109109",-5.3197281080516
"0070109109",-6.37457128727301
"0070109109",5.21861693272855
"0070109109",-0.122774207244667
"0070109109",1.38993802210705
"0070109109",4.70934972009237
"0070109109",-1.00331361182937
"0070109109",-1.99222484214488
"0070109109",5.87182086011219
"0070109109",-1.68049882933805
"0070109109",-4.80303092693809
"0070109109",-1.48794860600152
"0070109109",2.05213972274637
"0070109109",11.9235177626357
"0070109109",-6.25630758107852
"0070109109",-1.59281706781906
"0070109109",0.600403642726064
"0070109109",-5.41137609711267
"0070109109",7.2637887127035
"0070109109",-2.28208399313873
"0070109109",-1.11966535272449
"0070109109",-12.0886764202698
"0070109109",6.13395525424517
"0070109109",-1.65868639910816
"0070109109",2.34935711582945
"0070109109",-12.8703084488097
"0070109109",-11.3416617395089
"0070109109",5.03074680004804
"0070109109",0.826142328815585
"0070109109",2.48604670783494
"0070109109",5.70148498237234
"0070109109",1.62514090148501
"0070109109",5.06492840528387
"0070109109",4.33035187761152
"0070109109",-1.4738581489534
"0070109109",-1.08922604276616
"0070109109",0.0451762969154004
"0070109109",0.490765082275892
"0070109109",3.26010837664337
"0070109109",-5.25345950557055
"0070109109",1.85289263768757
"0070109109",-3.07330948424588
"0070109109",-5.47196445572982
"0070109109",5.02085748630855
"0070109109",2.23022755109763
"0070109109",4.30226468585657
"0070109109",-1.47238511964527
"0070109109",-5.86850427495287
"0070109109",5.73938101468666
"0070109109",-1.56463819666455
"0070109109",8.26331152951484
"0070109109",-0.39380835400037
"0070109109",-0.253899475730371
"0070109109",3.22652679623
"0070109109",6.24385064535031
"0070109109",-4.32503251589348
"0070109109",-10.2758701113419
"0070109109",4.0183577609362
"0070109109",2.13852204079101
"0070109109",3.10535058680819
"0070109109",-16.3666574036429
"0070109109",7.601665032813
"0070109109",2.63169003114642
"0070109109",-0.0523477041935649
"0070109109",2.19763116496613
"0070109109",-2.18367720883997
"0070109109",-0.452654358479045
"0070109109",0.888928202116006
"0070109109",0.610674082407947
"0070109109",0.805371169017931
"0070109109",-2.35594634803076
"0070109109",4.19671000725122
"0070109109",-6.82603099007019
"0070109109",0.787583804202107
"0070109109",-8.05816023075568
"0070109109",0.383568842585753
"0070109109",-0.161629163712021
"0070109109",-4.30085960443234
"0070109109",-3.76163529342048
"0070109109",-2.51525393951814
"0070109109",-1.98680138806441
"0070109109",-2.35314726711425
"0070109109",3.39305164632175
"0070109109",-0.190123905617355
"0070109109",-5.12068820407077
"0070109109",-1.72475366740904
"0070109109",-3.43251913800496
"0070109109",4.33033028241062
"0070109109",2.28465550277231
"0070109109",1.84137749400273
"0070109109",4.52452332317976
"0070109109",-1.9884679763995
"0070109109",-1.90012690867169
"0070109109",7.33806782587302
"0070109109",-3.38357703299572
"0070109109",3.8727035985302
"0070109109",-1.69829951147982
"0070109109",-4.08311516270176
"0070109109",-9.75290627719166
"0070109109",5.52448215965647
"0070109109",1.01453843510871
"0070109109",-0.728215318684086
"0070109109",-2.26116096269182
"0070109109",-6.31275849178797
"0070109109",2.87233675276507
"0070109109",2.28421269437712
"0070109109",-1.14345324246825
"0070109109",-3.5424903875218
"0070109109",-3.92107491693036
"0070109109",-0.577530313492758
"0070109109",-5.65406921949329
"0070109109",-7.18304925536358
"0070109109",-2.29723901205612
"0070109109",4.83573138934594
"0070109109",2.08437512050212
"0070109109",4.67565193084157
"0070109109",-4.58363619191009
"0070109109",-0.785492692603185
"0070109109",-5.34315327909425
"0070109109",4.8888498591525
"0070109109",2.24930323464735
"0070109109",-2.24300499077391
"0070109109",-0.432006837783938
"0070109109",-1.18965920344768
"0070109109",3.18302076985187
"0070109109",-4.59010299418301
"0070109109",1.85469119514755
"0070109109",-4.1494111429984
"0070109109",-1.01182686438493
"0070109109",2.01728447239179
"0070109109",-1.09301952368529
"0070109109",2.04362887466964
"0070109109",-3.45304216083366
"0070109109",-0.673018834069076
"0070109109",-0.323140360423885
"0070109109",-3.45823611753958
"0070109109",-0.0543749410942382
"0070109109",-6.73863850747485
"0070109109",0.723103820928138
"0070109109",1.38259791783081
"0070109109",-1.44187281035244
"0070109109",2.81772434227628
"0070109109",0.771974082396873
"0070109109",4.20439048962903
"0070109109",6.40862781435912
"0070109109",-4.15355265648465
"0070109109",-1.18791627664405
"0070109109",-1.40757671014881
"0070109109",-0.995465442448015
"0070109109",-1.00000139392389
"0070109109",0.746461708003977
"0070109109",-0.476638618655748
"0070109109",-1.68520255462023
"0070109109",-2.70923255172708
"0070109109",-2.04121033818016
"0070109109",-1.86547778808283
